:ID	number	label	type	quoted	text	:LABEL
HDBBF349F66004ED583A19072F0521402	(d)	(d) School support and improvement activities	subsection	False	(d)School support and improvement activities (1)Comprehensive support and improvement (A)In generalEach State educational agency receiving funds under this part shall notify each local educational agency in the State of any school served by the local educational agency that is identified for comprehensive support and improvement under subsection (c)(4)(D)(i). (B)Local educational agency actionUpon receiving such information from the State, the local educational agency shall, for each school identified by the State and in partnership with stakeholders (including principals and other school leaders, teachers, and parents), locally develop and implement a comprehensive support and improvement plan for the school to improve student outcomes, that (i)is informed by all indicators described in subsection (c)(4)(B), including student performance against State-determined long-term goals; (ii)includes evidence-based interventions; (iii)is based on a school-level needs assessment; (iv)identifies resource inequities, which may include a review of local educational agency and school-level budgeting, to be addressed through implementation of such comprehensive support and improvement plan; (v)is approved by the school, local educational agency, and State educational agency; and (vi)upon approval and implementation, is monitored and periodically reviewed by the State educational agency. (C)State educational agency discretionWith respect to any high school in the State identified under subsection (c)(4)(D)(i)(II), the State educational agency may (i)permit differentiated improvement activities that utilize evidence-based interventions in the case of such a school that predominantly serves students (I)returning to education after having exited secondary school without a regular high school diploma; or (II)who, based on their grade or age, are significantly off track to accumulate sufficient academic credits to meet high school graduation requirements, as established by the State; and (ii)in the case of such a school that has a total enrollment of less than 100 students, permit the local educational agency to forego implementation of improvement activities required under this paragraph. (D)Public school choice (i)In generalA local educational agency may provide all students enrolled in a school identified by the State for comprehensive support and improvement under subsection (c)(4)(D)(i) with the option to transfer to another public school served by the local educational agency, unless such an option is prohibited by State law. (ii)PriorityIn providing students the option to transfer to another public school, the local educational agency shall give priority to the lowest-achieving children from low-income families, as determined by the local educational agency for the purposes of allocating funds to schools under section 1113(a)(3). (iii)TreatmentA student who uses the option to transfer to another public school shall be enrolled in classes and other activities in the public school to which the student transfers in the same manner as all other students at the public school. (iv)Special ruleA local educational agency shall permit a student who transfers to another public school under this paragraph to remain in that school until the student has completed the highest grade in that school. (v)Funding for transportationA local educational agency may spend an amount equal to not more than 5 percent of its allocation under subpart 2 of this part to pay for the provision of transportation for students who transfer under this paragraph to the public schools to which the students transfer. (2)Targeted support and improvement (A)In generalEach State educational agency receiving funds under this part shall, using the meaningful differentiation of schools described in subsection (c)(4)(C) (i)notify each local educational agency in the State of any school served by the local educational agency in which any subgroup of students is consistently underperforming, as described in subsection (c)(4)(C)(iii); and (ii)ensure such local educational agency provides notification to such school with respect to which subgroup or subgroups of students in such school are consistently underperforming as described in subsection (c)(4)(C)(iii). (B)Targeted support and improvement planEach school receiving a notification described in this paragraph, in partnership with stakeholders (including principals and other school leaders, teachers and parents), shall develop and implement a school-level targeted support and improvement plan to improve student outcomes based on the indicators in the statewide accountability system established under subsection (c)(4), for each subgroup of students that was the subject of notification that (i)is informed by all indicators described in subsection (c)(4)(B), including student performance against long-term goals; (ii)includes evidence-based interventions; (iii)is approved by the local educational agency prior to implementation of such plan; (iv)is monitored, upon submission and implementation, by the local educational agency; and (v)results in additional action following unsuccessful implementation of such plan after a number of years determined by the local educational agency. (C)Additional targeted supportA plan described in subparagraph (B) that is developed and implemented in any school receiving a notification under this paragraph from the local educational agency in which any subgroup of students, on its own, would lead to identification under subsection (c)(4)(D)(i)(I) using the States methodology under subsection (c)(4)(D) shall also identify resource inequities (which may include a review of local educational agency and school level budgeting), to be addressed through implementation of such plan. (D)Special ruleThe State educational agency, based on the States differentiation of schools under subsection (c)(4)(C) for school year 20172018, shall notify local educational agencies of any schools served by the local educational agency in which any subgroup of students, on its own, would lead to identification under subsection (c)(4)(D)(i)(I) using the States methodology under subsection (c)(4)(D), after which notification of such schools under this paragraph shall result from differentiation of schools pursuant to subsection (c)(4)(C)(iii). (3)Continued support for school and local educational agency improvementTo ensure continued progress to improve student academic achievement and school success in the State, the State educational agency (A)shall (i)establish statewide exit criteria for (I)schools identified by the State for comprehensive support and improvement under subsection (c)(4)(D)(i), which, if not satisfied within a State-determined number of years (not to exceed four years), shall result in more rigorous State-determined action, such as the implementation of interventions (which may include addressing school-level operations); and (II)schools described in paragraph (2)(C), which, if not satisfied within a State-determined number of years, shall, in the case of such schools receiving assistance under this part, result in identification of the school by the State for comprehensive support and improvement under subsection (c)(4)(D)(i)(III); (ii)periodically review resource allocation to support school improvement in each local educational agency in the State serving (I)a significant number of schools identified for comprehensive support and improvement under subsection (c)(4)(D)(i); and (II)a significant number of schools implementing targeted support and improvement plans under paragraph (2); and (iii)provide technical assistance to each local educational agency in the State serving a significant number of (I)schools implementing comprehensive support and improvement plans under paragraph (1); or (II)schools implementing targeted support and improvement plans under paragraph (2); and (B)may (i)take action to initiate additional improvement in any local educational agency with (I)a significant number of schools that are consistently identified by the State for comprehensive support and improvement under subsection (c)(4)(D)(i) and not meeting exit criteria established by the State under subparagraph (A)(i)(I); or (II)a significant number of schools implementing targeted support and improvement plans under paragraph (2); and (ii)consistent with State law, establish alternative evidence-based State determined strategies that can be used by local educational agencies to assist a school identified for comprehensive support and improvement under subsection (c)(4)(D)(i). (4)Rule of construction for collective bargainingNothing in this subsection shall be construed to alter or otherwise affect the rights, remedies, and procedures afforded to school or local educational agency employees under Federal, State, or local laws (including applicable regulations or court orders) or under the terms of collective bargaining agreements, memoranda of understanding, or other agreements between such employers and their employees.	Subsection
HD86FEC7D7DF84F9CAE0ADC247919BA1D	(e)	(e) Prohibition	subsection	False	(e)Prohibition (1)In generalNothing in this Act shall be construed to authorize or permit the Secretary (A)when promulgating any rule or regulation, to promulgate any rule or regulation on the development or implementation of the statewide accountability system established under this section that would (i)add new requirements that are inconsistent with or outside the scope of this part; (ii)add new criteria that are inconsistent with or outside the scope of this part; or (iii)be in excess of statutory authority granted to the Secretary; (B)as a condition of approval of the State plan, or revisions or amendments to, the State plan, or approval of a waiver request submitted under section 8401, to (i)require a State to add any requirements that are inconsistent with or outside the scope of this part; (ii)require a State to add or delete one or more specific elements of the challenging State academic standards; or (iii)prescribe (I)numeric long-term goals or measurements of interim progress that States establish for all students, for any subgroups of students, and for English learners with respect to English language proficiency, under this part, including (aa)the length of terms set by States in designing such goals; or (bb)the progress expected from any subgroups of students in meeting such goals; (II)specific academic assessments or assessment items that States or local educational agencies use to meet the requirements of subsection (b)(2) or otherwise use to measure student academic achievement or student growth under this part; (III)indicators that States use within the State accountability system under this section, including any requirement to measure student growth, or, if a State chooses to measure student growth, the specific metrics used to measure such growth under this part; (IV)the weight of any measure or indicator used to identify or meaningfully differentiate schools, under this part; (V)the specific methodology used by States to meaningfully differentiate or identify schools under this part; (VI)any specific school support and improvement strategies or activities that State or local educational agencies establish and implement to intervene in, support, and improve schools and improve student outcomes under this part; (VII)exit criteria established by States under subsection (d)(3)(A)(i); (VIII)provided that the State meets the requirements in subsection (c)(3), a minimum number of students established by a State under such subsection; (IX)any aspect or parameter of a teacher, principal, or other school leader evaluation system within a State or local educational agency; (X)indicators or specific measures of teacher, principal, or other school leader effectiveness or quality; or (XI)the way in which the State factors the requirement under subsection (c)(4)(E)(i) into the statewide accountability system under this section; or (C)to issue new non-regulatory guidance that (i)in seeking to provide explanation of requirements under this section for State or local educational agencies, either in response to requests for information or in anticipation of such requests, provides a strictly limited or exhaustive list to illustrate successful implementation of provisions under this section; or (ii)purports to be legally binding; or (D)to require data collection under this part beyond data derived from existing Federal, State, and local reporting requirements. (2)Defining termsIn carrying out this part, the Secretary shall not, through regulation or as a condition of approval of the State plan or revisions or amendments to the State plan, promulgate a definition of any term used in this part, or otherwise prescribe any specification for any such term, that is inconsistent with or outside the scope of this part or is in violation of paragraph (1).	Subsection
H18880F92073044E687AF88E2BEB47527	(f)	(f) Existing State law	subsection	False	(f)Existing State lawNothing in this section shall be construed to alter any State law or regulation granting parents authority over schools that repeatedly failed to make adequate yearly progress under this part, as in effect on the day before the date of the enactment of the Every Student Succeeds Act.	Subsection
H639CF0288FE44767907D4E553E9DD2E3	(g)	(g) Other plan provisions	subsection	False	(g)Other plan provisions (1)DescriptionsEach State plan shall describe (A)how the State will provide assistance to local educational agencies and individual elementary schools choosing to use funds under this part to support early childhood education programs; (B)how low-income and minority children enrolled in schools assisted under this part are not served at disproportionate rates by ineffective, out-of-field, or inexperienced teachers, and the measures the State educational agency will use to evaluate and publicly report the progress of the State educational agency with respect to such description (except that nothing in this subparagraph shall be construed as requiring a State to develop or implement a teacher, principal, or other school leader evaluation system); (C)how the State educational agency will support local educational agencies receiving assistance under this part to improve school conditions for student learning, including through reducing (i)incidences of bullying and harassment; (ii)the overuse of discipline practices that remove students from the classroom; and (iii)the use of aversive behavioral interventions that compromise student health and safety; (D)how the State will support local educational agencies receiving assistance under this part in meeting the needs of students at all levels of schooling (particularly students in the middle grades and high school), including how the State will work with such local educational agencies to provide effective transitions of students to middle grades and high school to decrease the risk of students dropping out; (E)the steps a State educational agency will take to ensure collaboration with the State agency responsible for administering the State plans under parts B and E of title IV of the Social Security Act (42 U.S.C. 621 et seq. and 670 et seq.) to ensure the educational stability of children in foster care, including assurances that (i)any such child enrolls or remains in such childs school of origin, unless a determination is made that it is not in such childs best interest to attend the school of origin, which decision shall be based on all factors relating to the childs best interest, including consideration of the appropriateness of the current educational setting and the proximity to the school in which the child is enrolled at the time of placement; (ii)when a determination is made that it is not in such childs best interest to remain in the school of origin, the child is immediately enrolled in a new school, even if the child is unable to produce records normally required for enrollment; (iii)the enrolling school shall immediately contact the school last attended by any such child to obtain relevant academic and other records; and (iv)the State educational agency will designate an employee to serve as a point of contact for child welfare agencies and to oversee implementation of the State agency responsibilities required under this subparagraph, and such point of contact shall not be the States Coordinator for Education of Homeless Children and Youths under section 722(d)(3) of the McKinney-Vento Homeless Assistance Act (42 U.S.C. 11432(d)(3)); (F)how the State educational agency will provide support to local educational agencies in the identification, enrollment, attendance, and school stability of homeless children and youths; and (G)such other factors the State educational agency determines appropriate to provide students an opportunity to achieve the knowledge and skills described in the challenging State academic standards. (2)AssurancesEach State plan shall contain assurances that (A)the State will make public any methods or criteria the State is using to measure teacher, principal, or other school leader effectiveness for the purpose of meeting the requirements described in paragraph (1)(B); (B)the State educational agency will notify local educational agencies, Indian tribes and tribal organizations, schools, teachers, parents, and the public of the challenging State academic standards, academic assessments, and State accountability system, developed under this section; (C)the State educational agency will assist each local educational agency and school affected by the State plan to meet the requirements of this part; (D)the State will participate in the biennial State academic assessments in reading and mathematics in grades 4 and 8 of the National Assessment of Educational Progress carried out under section 303(b)(3) of the National Assessment of Educational Progress Authorization Act (20 U.S.C. 9622(b)(3)) if the Secretary pays the costs of administering such assessments; (E)the State educational agency will modify or eliminate State fiscal and accounting barriers so that schools can easily consolidate funds from other Federal, State, and local sources to improve educational opportunities and reduce unnecessary fiscal and accounting requirements; (F)the State educational agency will support the collection and dissemination to local educational agencies and schools of effective parent and family engagement strategies, including those included in the parent and family engagement policy under section 1116; (G)the State educational agency will provide the least restrictive and burdensome regulations for local educational agencies and individual schools participating in a program assisted under this part; (H)the State educational agency will ensure that local educational agencies, in developing and implementing programs under this part, will, to the extent feasible, work in consultation with outside intermediary organizations (such as educational service agencies), or individuals, that have practical expertise in the development or use of evidence-based strategies and programs to improve teaching, learning, and schools; (I)the State educational agency has appropriate procedures and safeguards in place to ensure the validity of the assessment process; (J)the State educational agency will ensure that all teachers and paraprofessionals working in a program supported with funds under this part meet applicable State certification and licensure requirements, including any requirements for certification obtained through alternative routes to certification; (K)the State educational agency will coordinate activities funded under this part with other Federal activities as appropriate; (L)the State educational agency has involved the committee of practitioners established under section 1603(b) in developing the plan and monitoring its implementation; (M)the State has professional standards for paraprofessionals working in a program supported with funds under this part, including qualifications that were in place on the day before the date of enactment of the Every Student Succeeds Act; and (N)the State educational agency will provide the information described in clauses (ii), (iii), and (vii) of subsection (h)(1)(C) to the public in an easily accessible and user-friendly manner that can be cross-tabulated by, at a minimum, each major racial and ethnic group, gender, English proficiency status, and children with or without disabilities, which (i)may be accomplished by including such information on the annual State report card described subsection (h)(1)(C); and (ii)shall be presented in a manner that (I)is first anonymized and does not reveal personally identifiable information about an individual student; (II)does not include a number of students in any subgroup of students that is insufficient to yield statistically reliable information or that would reveal personally identifiable information about an individual student; and (III)is consistent with the requirements of section 444 of the General Education Provisions Act (20 U.S.C. 1232g, commonly known as the Family Educational Rights and Privacy Act of 1974). (3)Rules of constructionNothing in paragraph (2)(N) shall be construed to (A)require groups of students obtained by any entity that cross-tabulates the information provided under such paragraph to be considered subgroups of students, as defined in subsection (c)(2), for the purposes of the State accountability system under subsection (c); or (B)require or prohibit States or local educational agencies from publicly reporting data in a cross-tabulated manner, in order to meet the requirements of paragraph (2)(N). (4)Technical assistanceUpon request by a State educational agency, the Secretary shall provide technical assistance to such agency to (A)meet the requirements of paragraph (2)(N); or (B)in the case of a State educational agency choosing, at its sole discretion, to disaggregate data described in clauses (ii) and (iii)(II) of subsection (h)(1)(C) for Asian and Native Hawaiian or Pacific Islander students using the same race response categories as the decennial census of the population, assist such State educational agency in such disaggregation and in using such data to improve academic outcomes for such students.	Subsection
H56288C665A67480CBB6C2A49CF9C1B8D	(h)	(h) Reports	subsection	False	(h)Reports (1)Annual state report card (A)In generalA State that receives assistance under this part shall prepare and disseminate widely to the public an annual State report card for the State as a whole that meets the requirements of this paragraph. (B)ImplementationThe State report card required under this paragraph shall be (i)concise; (ii)presented in an understandable and uniform format that is developed in consultation with parents and, to the extent practicable, in a language that parents can understand; and (iii)widely accessible to the public, which shall include making available on a single webpage of the State educational agencys website, the State report card, all local educational agency report cards for each local educational agency in the State required under paragraph (2), and the annual report to the Secretary under paragraph (5). (C)Minimum requirementsEach State report card required under this subsection shall include the following information: (i)A clear and concise description of the States accountability system under subsection (c), including (I)the minimum number of students that the State determines are necessary to be included in each of the subgroups of students, as defined in subsection (c)(2), for use in the accountability system; (II)the long-term goals and measurements of interim progress for all students and for each of the subgroups of students, as defined in subsection (c)(2); (III)the indicators described in subsection (c)(4)(B) used to meaningfully differentiate all public schools in the State; (IV)the States system for meaningfully differentiating all public schools in the State, including (aa)the specific weight of the indicators described in subsection (c)(4)(B) in such differentiation; (bb)the methodology by which the State differentiates all such schools; (cc)the methodology by which the State differentiates a school as consistently underperforming for any subgroup of students described in section (c)(4)(C)(iii), including the time period used by the State to determine consistent underperformance; and (dd)the methodology by which the State identifies a school for comprehensive support and improvement as required under subsection (c)(4)(D)(i); (V)the number and names of all public schools in the State identified by the State for comprehensive support and improvement under subsection (c)(4)(D)(i) or implementing targeted support and improvement plans under subsection (d)(2); and (VI)the exit criteria established by the State as required under clause (i) of subsection (d)(3)(A), including the length of years established under clause (i)(II) of such subsection. (ii)For all students and disaggregated by each subgroup of students described in subsection (b)(2)(B)(xi), homeless status, status as a child in foster care, and status as a student with a parent who is a member of the Armed Forces (as defined in section 101(a)(4) of title 10, United States Code) on active duty (as defined in section 101(d)(5) of such title), information on student achievement on the academic assessments described in subsection (b)(2) at each level of achievement, as determined by the State under subsection (b)(1). (iii)For all students and disaggregated by each of the subgroups of students, as defined in subsection (c)(2), and for purposes of subclause (II) of this clause, homeless status and status as a child in foster care (I)information on the performance on the other academic indicator under subsection (c)(4)(B)(ii) for public elementary schools and secondary schools that are not high schools, used by the State in the State accountability system; and (II)high school graduation rates, including four-year adjusted cohort graduation rates and, at the States discretion, extended-year adjusted cohort graduation rates. (iv)Information on the number and percentage of English learners achieving English language proficiency. (v)For all students and disaggregated by each of the subgroups of students, as defined in subsection (c)(2), information on the performance on the other indicator or indicators of school quality or student success under subsection (c)(4)(B)(v) used by the State in the State accountability system. (vi)Information on the progress of all students and each subgroup of students, as defined in subsection (c)(2), toward meeting the State-designed long term goals under subsection (c)(4)(A), including the progress of all students and each such subgroup of students against the State measurements of interim progress established under such subsection. (vii)For all students and disaggregated by each subgroup of students described in subsection (b)(2)(B)(xi), the percentage of students assessed and not assessed. (viii)Information submitted by the State educational agency and each local educational agency in the State, in accordance with data collection conducted pursuant to section 203(c)(1) of the Department of Education Organization Act (20 U.S.C. 3413(c)(1)), on (I)measures of school quality, climate, and safety, including rates of in-school suspensions, out-of-school suspensions, expulsions, school-related arrests, referrals to law enforcement, chronic absenteeism (including both excused and unexcused absences), incidences of violence, including bullying and harassment; and (II)the number and percentage of students enrolled in (aa)preschool programs; and (bb)accelerated coursework to earn postsecondary credit while still in high school, such as Advanced Placement and International Baccalaureate courses and examinations, and dual or concurrent enrollment programs. (ix)The professional qualifications of teachers in the State, including information (that shall be presented in the aggregate and disaggregated by high-poverty compared to low-poverty schools) on the number and percentage of (I)inexperienced teachers, principals, and other school leaders; (II)teachers teaching with emergency or provisional credentials; and (III)teachers who are not teaching in the subject or field for which the teacher is certified or licensed. (x)The per-pupil expenditures of Federal, State, and local funds, including actual personnel expenditures and actual nonpersonnel expenditures of Federal, State, and local funds, disaggregated by source of funds, for each local educational agency and each school in the State for the preceding fiscal year. (xi)The number and percentages of students with the most significant cognitive disabilities who take an alternate assessment under subsection (b)(2)(D), by grade and subject. (xii)Results on the State academic assessments in reading and mathematics in grades 4 and 8 of the National Assessment of Educational Progress carried out under section 303(b)(3) of the National Assessment of Educational Progress Authorization Act (20 U.S.C. 9622(b)(3)), compared to the national average of such results. (xiii)Where available, for each high school in the State, and beginning with the report card prepared under this paragraph for 2017, the cohort rate (in the aggregate, and disaggregated for each subgroup of students defined in subsection (c)(2)), at which students who graduate from the high school enroll, for the first academic year that begins after the students graduation (I)in programs of public postsecondary education in the State; and (II)if data are available and to the extent practicable, in programs of private postsecondary education in the State or programs of postsecondary education outside the State. (xiv)Any additional information that the State believes will best provide parents, students, and other members of the public with information regarding the progress of each of the States public elementary schools and secondary schools, which may include the number and percentage of students attaining career and technical proficiencies (as defined by section 113(b) of the Carl D. Perkins Career and Technical Education Act of 2006 (20 U.S.C. 2323(b)) and reported by States only in a manner consistent with section 113(c) of such Act (20 U.S.C. 2323(c)). (D)Rules of constructionNothing in subparagraph (C)(viii) shall be construed as requiring (i)reporting of any data that are not collected in accordance with section 203(c)(1) of the Department of Education Organization Act (20 U.S.C. 3413(c)(1); or (ii)disaggregation of any data other than as required under subsection (b)(2)(B)(xi). (2)Annual local educational agency report cards (A)Preparation and disseminationA local educational agency that receives assistance under this part shall prepare and disseminate an annual local educational agency report card that includes information on such agency as a whole and each school served by the agency. (B)ImplementationEach local educational agency report card shall be (i)concise; (ii)presented in an understandable and uniform format, and to the extent practicable, in a language that parents can understand; and (iii)accessible to the public, which shall include (I)placing such report card on the website of the local educational agency; and (II)in any case in which a local educational agency does not operate a website, providing the information to the public in another manner determined by the local educational agency. (C)Minimum requirementsThe State educational agency shall ensure that each local educational agency collects appropriate data and includes in the local educational agencys annual report the information described in paragraph (1)(C), disaggregated in the same manner as required under such paragraph, except for clause (xii) of such paragraph, as applied to the local educational agency and each school served by the local educational agency, including (i)in the case of a local educational agency, information that shows how students served by the local educational agency achieved on the academic assessments described in subsection (b)(2) compared to students in the State as a whole; (ii)in the case of a school, information that shows how the schools students achievement on the academic assessments described in subsection (b)(2) compared to students served by the local educational agency and the State as a whole; and (iii)any other information that the local educational agency determines is appropriate and will best provide parents, students, and other members of the public with information regarding the progress of each public school served by the local educational agency, whether or not such information is included in the annual State report card. (D)Additional informationIn the case of a local educational agency that issues a report card for all students, the local educational agency may include the information under this section as part of such report. (3)Preexisting report cardsA State educational agency or local educational agency may use public report cards on the performance of students, schools, local educational agencies, or the State, that were in effect prior to the date of enactment of the Every Student Succeeds Act for the purpose of this subsection, so long as any such report card is modified, as may be needed, to contain the information required by this subsection, and protects the privacy of individual students. (4)Cost reductionEach State educational agency and local educational agency receiving assistance under this part shall, wherever possible, take steps to reduce data collection costs and duplication of effort by obtaining the information required under this subsection through existing data collection efforts. (5)Annual state report to the secretaryEach State educational agency receiving assistance under this part shall report annually to the Secretary, and make widely available within the State (A)information on the achievement of students on the academic assessments required by subsection (b)(2), including the disaggregated results for the subgroups of students as defined in subsection (c)(2); (B)information on the acquisition of English proficiency by English learners; (C)the number and names of each public school in the State (i)identified for comprehensive support and improvement under subsection (c)(4)(D)(i); and (ii)implementing targeted support and improvement plans under subsection (d)(2); and (D)information on the professional qualifications of teachers in the State, including information on the number and the percentage of the following teachers: (i)Inexperienced teachers. (ii)Teachers teaching with emergency or provisional credentials. (iii)Teachers who are not teaching in the subject or field for which the teacher is certified or licensed. (6)Report to CongressThe Secretary shall transmit annually to the Committee on Education and the Workforce of the House of Representatives and the Committee on Health, Education, Labor, and Pensions of the Senate a report that provides national and State-level data on the information collected under paragraph (5). Such report shall be submitted through electronic means only.	Subsection
H917F22E56B024A14A4073724F8DD07BD	(i)	(i) Privacy	subsection	False	(i)Privacy (1)In GeneralInformation collected or disseminated under this section (including any information collected for or included in the reports described in subsection (h)) shall be collected and disseminated in a manner that protects the privacy of individuals consistent with section 444 of the General Education Provisions Act (20 U.S.C. 1232g, commonly known as the Family Educational Rights and Privacy Act of 1974) and this Act. (2)SufficiencyThe reports described in subsection (h) shall only include data that are sufficient to yield statistically reliable information. (3)DisaggregationDisaggregation under this section shall not be required if such disaggregation will reveal personally identifiable information about any student, teacher, principal, or other school leader, or will provide data that are insufficient to yield statistically reliable information.	Subsection
H1FED82E1EE02472BA4D85249AB9B721C	(j)	(j) Voluntary partnerships	subsection	False	(j)Voluntary partnershipsA State retains the right to enter into a voluntary partnership with another State to develop and implement the challenging State academic standards and assessments required under this section, except that the Secretary shall not attempt to influence, incentivize, or coerce State (1)adoption of the Common Core State Standards developed under the Common Core State Standards Initiative or any other academic standards common to a significant number of States, or assessments tied to such standards; or (2)participation in such partnerships.	Subsection
HDCE2FF824E444DD3AFD55707FBC0E0F2	(k)	(k) Special rule with respect to bureau-Funded schools	subsection	False	(k)Special rule with respect to bureau-Funded schoolsIn determining the assessments to be used by each school operated or funded by the Bureau of Indian Education receiving funds under this part, the following shall apply until the requirements of section 8204(c) have been met: (1)Each such school that is accredited by the State in which it is operating shall use the assessments and other academic indicators the State has developed and implemented to meet the requirements of this section, or such other appropriate assessment and academic indicators as approved by the Secretary of the Interior. (2)Each such school that is accredited by a regional accrediting organization (in consultation with and with the approval of the Secretary of the Interior, and consistent with assessments and academic indicators adopted by other schools in the same State or region) shall adopt an appropriate assessment and other academic indicators that meet the requirements of this section. (3)Each such school that is accredited by a tribal accrediting agency or tribal division of education shall use an assessment and other academic indicators developed by such agency or division, except that the Secretary of the Interior shall ensure that such assessment and academic indicators meet the requirements of this section.	Subsection
H91C19DF3CEC542C39253C815C75E57F4	(l)	(l) Construction	subsection	False	(l)ConstructionNothing in this part shall be construed to prescribe the use of the academic assessments described in this part for student promotion or graduation purposes.	Subsection
H6B868B6012E5476E9859391FFD97694C	(a)	(a) Filing for grants	subsection	True	(a)Filing for grants (1)In generalFor any State desiring to receive a grant under this part, the State educational agency shall file with the Secretary a plan that is (A)developed by the State educational agency with timely and meaningful consultation with the Governor, members of the State legislature and State board of education (if the State has a State board of education), local educational agencies (including those located in rural areas), representatives of Indian tribes located in the State, teachers, principals, other school leaders, charter school leaders (if the State has charter schools), specialized instructional support personnel, paraprofessionals, administrators, other staff, and parents; and (B)is coordinated with other programs under this Act, the Individuals with Disabilities Education Act (20 U.S.C. 1400 et seq.), the Rehabilitation Act of 1973 (20 U.S.C. 701 et seq.), the Carl D. Perkins Career and Technical Education Act of 2006 (20 U.S.C. 2301 et seq.), the Workforce Innovation and Opportunity Act (29 U.S.C. 3101 et seq.), the Head Start Act (42 U.S.C. 9831 et seq.), the Child Care and Development Block Grant Act of 1990 (42 U.S.C. 9858 et seq.), the Education Sciences Reform Act of 2002 (20 U.S.C. 9501 et seq.), the Education Technical Assistance Act of 2002 (20 U.S.C. 9601 et. seq.), the National Assessment of Educational Progress Authorization Act (20 U.S.C. 9621 et seq.), the McKinney-Vento Homeless Assistance Act (42 U.S.C. 11301 et seq.), and the Adult Education and Family Literacy Act (29 U.S.C. 3271 et seq.). (2)LimitationConsultation required under paragraph (1)(A) shall not interfere with the timely submission of the plan required under this section. (3)Consolidated planA State plan submitted under paragraph (1) may be submitted as part of a consolidated plan under section 8302. (4)Peer review and secretarial approval (A)In generalThe Secretary shall (i)establish a peer-review process to assist in the review of State plans; (ii)establish multidisciplinary peer-review teams and appoint members of such teams (I)who are representative of (aa)parents, teachers, principals, other school leaders, specialized instructional support personnel, State educational agencies, local educational agencies, and the community (including the business community); and (bb)researchers who are familiar with (AA)the implementation of academic standards, assessments, or accountability systems; and (BB)how to meet the needs of disadvantaged students, children with disabilities, and English learners, the needs of low-performing schools, and other educational needs of students; (II)that include, to the extent practicable, majority representation of individuals who, in the most recent 2 years, have had practical experience in the classroom, school administration, or State or local government (such as direct employees of a school, local educational agency, or State educational agency); and (III)who represent a regionally diverse cross-section of States; (iii)make available to the public, including by such means as posting to the Departments website, the list of peer reviewers who have reviewed State plans under this section; (iv)ensure that the peer-review teams consist of varied individuals so that the same peer reviewers are not reviewing all of the State plans; (v)approve a State plan not later than 120 days after its submission, unless the Secretary meets the requirements of clause (vi); (vi)have the authority to disapprove a State plan only if (I)the Secretary (aa)determines how the State plan fails to meet the requirements of this section; (bb)immediately provides to the State, in writing, notice of such determination, and the supporting information and rationale to substantiate such determination; (cc)offers the State an opportunity to revise and resubmit its State plan, and provides the State (AA)technical assistance to assist the State in meeting the requirements of this section; (BB)in writing, all peer-review comments, suggestions, recommendations, or concerns relating to its State plan; and (CC)a hearing, unless the State declines the opportunity for such hearing; and (II)the State (aa)does not revise and resubmit its State plan; or (bb)in a case in which a State revises and resubmits its State plan after a hearing is conducted under subclause (I)(cc)(CC), or after the State has declined the opportunity for such a hearing, the Secretary determines that such revised State plan does not meet the requirements of this section. (B)Purpose of peer reviewThe peer-review process shall be designed to (i)maximize collaboration with each State; (ii)promote effective implementation of the challenging State academic standards through State and local innovation; and (iii)provide transparent, timely, and objective feedback to States designed to strengthen the technical and overall quality of the State plans. (C)Standard and nature of reviewPeer reviewers shall conduct an objective review of State plans in their totality and out of respect for State and local judgments, with the goal of supporting State- and local-led innovation and providing objective feedback on the technical and overall quality of a State plan. (D)ProhibitionNeither the Secretary nor the political appointees of the Department, may attempt to participate in, or influence, the peer-review process. (5)Public reviewAll written communications, feedback, and notifications under this subsection shall be conducted in a manner that is transparent and immediately made available to the public on the Departments website, including (A)plans submitted or resubmitted by a State; (B)peer-review guidance, notes, and comments and the names of the peer reviewers (once the peer reviewers have completed their work); (C)State plan determinations by the Secretary, including approvals or disapprovals; and (D)notices and transcripts of hearings under this section. (6)Duration of the plan (A)In generalEach State plan shall (i)remain in effect for the duration of the States participation under this part; and (ii)be periodically reviewed and revised as necessary by the State educational agency to reflect changes in the States strategies and programs under this part. (B)Additional information (i)In generalIf a State makes significant changes to its plan at any time, such as the adoption of new challenging State academic standards or new academic assessments under subsection (b), or changes to its accountability system under subsection (c), such information shall be submitted to the Secretary in the form of revisions or amendments to the State plan. (ii)Review of revised plansThe Secretary shall review the information submitted under clause (i) and approve changes to the State plan, or disapprove such changes in accordance with paragraph (4)(A)(vi), within 90 days, without undertaking the peer-review process under such paragraph. (iii)Special rule for standardsIf a State makes changes to its challenging State academic standards, the requirements of subsection (b)(1), including the requirement that such standards need not be submitted to the Secretary pursuant to subsection (b)(1)(A), shall still apply. (7)Failure to meet requirementsIf a State fails to meet any of the requirements of this section, the Secretary may withhold funds for State administration under this part until the Secretary determines that the State has fulfilled those requirements. (8)Public commentEach State shall make the State plan publicly available for public comment for a period of not less than 30 days, by electronic means and in an easily accessible format, prior to submission to the Secretary for approval under this subsection. The State, in the plan it files under this subsection, shall provide an assurance that public comments were taken into account in the development of the State plan.	Subsection
